threshold,coverage,accepted_row_precision,accepted_action_precision,row_recall,action_recall,false_acceptance_rate,false_rejection_rate
3.725290298461914e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.60770320892334e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04271300882101059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047521356493234634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07702063024044037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07702064514160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07702066004276276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07702067494392395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07702068984508514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08546672761440277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08546674251556396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08546675741672516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08765023201704025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08765025436878204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08765032142400742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0877176821231842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0877176970243454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09129601716995239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0970129668712616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09701298177242279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09701299667358398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10357427597045898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6298248767852783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674609899520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9363263845443726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9450724124908447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9497406482696533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.951927125453949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9579668045043945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9591090083122253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9591091275215149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9617245197296143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9627629518508911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9649252891540527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9649254679679871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9658828377723694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.968084990978241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96849125623703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9698971509933472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9707788825035095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9725304841995239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9725306034088135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9777961373329163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9792534112930298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9792535305023193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9798324108123779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9810311198234558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9810312390327454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9930301904678345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9931864142417908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.994223952293396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9946479797363281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9948238134384155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9957588911056519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9958177804946899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9959034323692322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9960177540779114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9960500001907349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9962823390960693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9970700740814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9971573948860168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997186541557312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997830331325531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997876763343811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9978793859481812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9978795051574707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9987796545028687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998779833316803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9988120794296265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998812198638916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999297261238098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999473094940186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999474287033081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999622702598572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999637603759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999645948410034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999647736549377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999650120735168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999657273292542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999661445617676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999675750732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999706745147705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999707937240601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999709129333496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999710917472839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999971330165863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
